image,bicycle,bus,car,crosswalk,hydrant
./bicycle/bicycle_56.png,1,0,1,0,0
./bicycle/bicycle_57.png,1,0,0,0,0
./bicycle/bicycle_58.png,1,0,0,0,0
./bicycle/bicycle_59.png,1,0,0,0,0
./bicycle/bicycle_60.png,1,0,0,0,0
./bicycle/bicycle_61.png,1,0,0,0,0
./bicycle/bicycle_62.png,1,0,0,0,0
./bicycle/bicycle_63.png,1,0,0,0,0
./bicycle/bicycle_64.png,1,0,0,0,0
./bicycle/bicycle_65.png,1,0,0,0,0
./bicycle/bicycle_66.png,1,0,0,0,0
./bicycle/bicycle_67.png,1,0,0,1,0
./bicycle/bicycle_68.png,1,0,0,0,0
./bicycle/bicycle_69.png,1,0,0,0,0
./bicycle/bicycle_70.png,1,0,0,0,0
./bicycle/bicycle_71.png,1,0,1,0,0
./bicycle/bicycle_72.png,1,0,0,0,0
./bicycle/bicycle_73.png,1,0,0,0,0
./bicycle/bicycle_74.png,1,0,0,0,0
./bicycle/bicycle_75.png,1,0,0,0,0
./bicycle/bicycle_76.png,1,0,0,0,0
./bicycle/bicycle_77.png,1,0,0,0,0
./bicycle/bicycle_78.png,1,0,0,0,0
./bicycle/bicycle_79.png,1,0,0,0,0
./bicycle/bicycle_80.png,1,0,0,0,0
./bicycle/bicycle_81.png,1,0,0,0,0
./bicycle/bicycle_82.png,1,0,0,0,0
./bicycle/bicycle_83.png,1,0,0,0,0
./bicycle/bicycle_84.png,1,0,0,0,0
./bicycle/bicycle_85.png,1,0,1,0,0
./bicycle/bicycle_86.png,1,0,0,0,0
./bicycle/bicycle_87.png,1,0,1,0,0
./bicycle/bicycle_88.png,1,0,0,0,0
./bicycle/bicycle_89.png,1,0,0,0,0
./bicycle/bicycle_90.png,1,0,1,0,0
./bicycle/bicycle_91.png,1,0,0,0,0
./bicycle/bicycle_92.png,1,0,0,0,0
./bicycle/bicycle_93.png,1,0,0,0,0
./bicycle/bicycle_94.png,1,0,0,0,0
./bicycle/bicycle_95.png,1,0,1,0,0
./bicycle/bicycle_96.png,1,0,0,0,0
./bicycle/bicycle_97.png,1,0,0,0,0
./bicycle/bicycle_98.png,1,0,0,0,0
./bicycle/bicycle_99.png,1,0,0,0,0
./bicycle/bicycle_100.png,1,0,0,0,0
./bicycle/bicycle_101.png,1,0,0,0,0
./bicycle/bicycle_102.png,1,0,1,0,0
./bicycle/bicycle_103.png,1,0,0,0,0
./bicycle/bicycle_104.png,1,0,0,0,0
./bicycle/bicycle_105.png,1,0,0,0,0
./bicycle/bicycle_106.png,1,0,0,0,0
./bicycle/bicycle_107.png,1,0,0,0,0
./bicycle/bicycle_108.png,1,0,0,0,0
./bicycle/bicycle_109.png,1,0,0,0,0
./bicycle/bicycle_110.png,1,0,0,0,0
./bicycle/bicycle_111.png,1,0,0,0,0
./bicycle/bicycle_112.png,1,0,0,0,0
./bicycle/bicycle_113.png,1,0,0,0,0
./bicycle/bicycle_114.png,1,0,0,0,0
./bicycle/bicycle_115.png,1,0,0,0,0
./bicycle/bicycle_116.png,1,0,0,0,0
./bicycle/bicycle_117.png,1,0,0,0,0
./bicycle/bicycle_118.png,1,0,0,0,0
./bicycle/bicycle_119.png,1,0,0,0,0
./bicycle/bicycle_120.png,1,0,0,0,0
./bicycle/bicycle_121.png,1,0,0,0,0
./bicycle/bicycle_122.png,1,0,0,0,0
./bicycle/bicycle_123.png,1,0,0,0,0
./bicycle/bicycle_124.png,1,0,0,0,0
./bicycle/bicycle_125.png,1,0,0,0,0
./bicycle/bicycle_126.png,1,0,0,0,0
./bicycle/bicycle_127.png,1,0,0,1,0
./bicycle/bicycle_128.png,1,0,1,0,0
./bicycle/bicycle_129.png,1,0,0,0,0
./bicycle/bicycle_130.png,1,0,0,0,0
./bicycle/bicycle_131.png,1,0,0,0,0
./bicycle/bicycle_132.png,1,0,0,0,0
./bicycle/bicycle_133.png,1,0,0,0,0
./bicycle/bicycle_134.png,1,0,0,0,0
./bicycle/bicycle_135.png,1,0,0,0,0
./bicycle/bicycle_136.png,1,0,0,0,0
./bicycle/bicycle_137.png,1,0,0,0,0
./bicycle/bicycle_138.png,1,0,0,0,0
./bicycle/bicycle_139.png,1,0,0,0,0
./bicycle/bicycle_140.png,1,0,0,0,0
./bicycle/bicycle_141.png,1,0,0,0,0
./bicycle/bicycle_142.png,1,0,1,0,0
./bicycle/bicycle_143.png,1,0,0,0,0
./bicycle/bicycle_144.png,1,0,0,0,0
./bicycle/bicycle_145.png,1,0,0,0,0
./bicycle/bicycle_146.png,1,0,0,0,0
./bicycle/bicycle_147.png,1,0,0,0,0
./bicycle/bicycle_148.png,1,0,0,0,0
./bicycle/bicycle_149.png,1,0,0,0,0
./bicycle/bicycle_150.png,1,0,0,1,0
./bicycle/bicycle_151.png,1,0,0,0,0
./bicycle/bicycle_152.png,1,0,1,0,0
./bicycle/bicycle_153.png,1,0,0,0,0
./bicycle/bicycle_154.png,1,0,0,0,0
./bicycle/bicycle_155.png,1,0,0,0,0
./bicycle/bicycle_156.png,1,0,0,0,0
./bicycle/bicycle_157.png,1,0,0,0,0
./bicycle/bicycle_158.png,1,0,0,0,0
./bicycle/bicycle_159.png,1,0,0,0,0
./bicycle/bicycle_160.png,1,0,0,0,0
./bicycle/bicycle_161.png,1,0,0,0,0
./bicycle/bicycle_162.png,1,0,0,0,0
./bicycle/bicycle_163.png,1,0,0,0,0
./bicycle/bicycle_164.png,1,0,0,0,0
./bicycle/bicycle_165.png,1,0,0,0,0
./bicycle/bicycle_166.png,1,0,0,0,0
./bicycle/bicycle_167.png,1,0,0,0,0
./bicycle/bicycle_168.png,1,0,0,0,0
./bicycle/bicycle_169.png,1,0,0,0,0
./bicycle/bicycle_170.png,1,0,0,0,0
./bicycle/bicycle_171.png,1,0,1,0,0
./bicycle/bicycle_172.png,1,0,0,0,0
./bicycle/bicycle_173.png,1,0,0,0,0
./bicycle/bicycle_174.png,1,0,0,1,0
./bicycle/bicycle_175.png,1,0,0,0,0
./bicycle/bicycle_176.png,1,0,0,0,0
./bicycle/bicycle_177.png,1,0,1,0,0
./bicycle/bicycle_178.png,1,0,0,0,0
./bicycle/bicycle_179.png,1,0,0,0,0
./bicycle/bicycle_180.png,1,0,0,0,0
./bicycle/bicycle_181.png,1,0,0,0,0
./bicycle/bicycle_182.png,1,0,0,0,0
./bicycle/bicycle_183.png,1,0,0,0,0
./bicycle/bicycle_184.png,1,0,0,0,0
./bicycle/bicycle_185.png,1,0,0,0,0
./bicycle/bicycle_186.png,1,0,0,0,0
./bicycle/bicycle_187.png,1,0,0,0,0
./bicycle/bicycle_188.png,1,0,0,0,0
./bicycle/bicycle_189.png,1,0,0,0,0
./bicycle/bicycle_190.png,1,0,0,0,0
./bicycle/bicycle_191.png,1,0,0,0,0
./bicycle/bicycle_192.png,1,0,0,0,0
./bicycle/bicycle_193.png,1,0,0,0,0
./bicycle/bicycle_194.png,1,0,0,0,0
./bicycle/bicycle_195.png,1,0,0,0,0
./bicycle/bicycle_196.png,1,0,0,0,0
./bicycle/bicycle_197.png,1,0,0,0,0
./bicycle/bicycle_198.png,1,0,0,0,0
./bicycle/bicycle_199.png,1,0,0,0,0
./bicycle/bicycle_200.png,1,0,1,0,0
./bicycle/bicycle_201.png,1,0,1,0,0
./bicycle/bicycle_202.png,1,0,1,0,0
./bicycle/bicycle_203.png,1,0,0,0,0
./bicycle/bicycle_204.png,1,0,0,0,0
./bicycle/bicycle_205.png,1,0,0,0,0
./bicycle/bicycle_206.png,1,0,0,0,0
./bicycle/bicycle_207.png,1,0,0,0,0
./bicycle/bicycle_208.png,1,0,0,0,0
./bicycle/bicycle_209.png,1,0,0,0,0
./bicycle/bicycle_210.png,1,0,1,0,0
./bicycle/bicycle_211.png,1,0,0,0,0
./bicycle/bicycle_212.png,1,0,0,0,0
./bicycle/bicycle_213.png,1,0,0,0,0
./bicycle/bicycle_214.png,1,0,0,0,0
./bicycle/bicycle_215.png,1,0,0,0,0
./bicycle/bicycle_216.png,1,0,0,0,0
./bicycle/bicycle_217.png,1,0,0,0,0
./bicycle/bicycle_218.png,1,0,1,0,0
./bicycle/bicycle_219.png,1,0,1,0,0
./bicycle/bicycle_220.png,1,0,0,0,0
./bicycle/bicycle_221.png,1,0,0,0,0
./bicycle/bicycle_222.png,1,0,0,0,0
./bicycle/bicycle_223.png,1,0,0,0,0
./bicycle/bicycle_224.png,1,0,0,0,0
./bicycle/bicycle_225.png,1,0,0,0,0
./bicycle/bicycle_226.png,1,0,1,0,0
./bicycle/bicycle_227.png,1,0,0,0,0
./bicycle/bicycle_228.png,1,0,0,0,0
./bicycle/bicycle_229.png,1,0,0,0,0
./bicycle/bicycle_230.png,1,0,0,0,0
./bicycle/bicycle_231.png,1,0,0,0,0
./bicycle/bicycle_232.png,1,0,0,0,0
./bicycle/bicycle_233.png,1,0,0,0,0
./bicycle/bicycle_234.png,1,0,1,0,0
./bicycle/bicycle_235.png,1,0,0,0,0
./bicycle/bicycle_236.png,1,0,0,0,0
./bicycle/bicycle_237.png,1,0,0,0,0
./bicycle/bicycle_238.png,1,0,0,0,0
./bicycle/bicycle_239.png,1,0,1,0,0
./bicycle/bicycle_240.png,1,0,0,0,0
./bicycle/bicycle_241.png,1,0,0,0,0
./bicycle/bicycle_242.png,1,0,0,0,0
./bicycle/bicycle_243.png,1,0,0,0,0
./bicycle/bicycle_244.png,1,0,0,0,0
./bicycle/bicycle_245.png,1,0,0,0,0
./bicycle/bicycle_246.png,1,0,1,0,0
./bicycle/bicycle_247.png,1,0,0,0,0
./bicycle/bicycle_248.png,1,0,0,0,0
./bicycle/bicycle_249.png,1,0,0,0,0
./bicycle/bicycle_250.png,1,0,0,0,0
./bicycle/bicycle_251.png,1,0,0,0,0
./bicycle/bicycle_252.png,1,0,0,0,0
./bicycle/bicycle_253.png,1,0,0,0,0
./bicycle/bicycle_254.png,1,0,0,0,0
./bicycle/bicycle_255.png,1,0,0,0,0
./bicycle/bicycle_256.png,1,0,0,0,0
./bicycle/bicycle_257.png,1,0,0,0,0
./bicycle/bicycle_258.png,1,0,0,0,0
./bicycle/bicycle_259.png,1,0,0,0,0
./bicycle/bicycle_260.png,1,0,0,0,0
./bicycle/bicycle_261.png,1,0,0,0,0
./bicycle/bicycle_262.png,1,0,0,0,0
./bicycle/bicycle_263.png,1,0,0,0,0
./bicycle/bicycle_264.png,1,0,0,0,0
./bicycle/bicycle_265.png,1,0,0,0,0
./bicycle/bicycle_266.png,1,0,0,0,0
./bicycle/bicycle_267.png,1,0,1,0,0
./bicycle/bicycle_268.png,1,0,0,0,0
./bicycle/bicycle_269.png,1,0,0,0,0
./bicycle/bicycle_270.png,1,0,0,0,0
./bicycle/bicycle_271.png,1,0,0,0,0
./bicycle/bicycle_272.png,1,0,0,0,0
./bicycle/bicycle_273.png,1,0,0,0,0
./bicycle/bicycle_274.png,1,0,1,0,0
./bicycle/bicycle_275.png,1,0,1,0,0
./bicycle/bicycle_276.png,1,0,1,0,0
./bicycle/bicycle_277.png,1,0,1,0,0
./bicycle/bicycle_278.png,1,0,0,0,0
./bicycle/bicycle_279.png,1,0,0,0,0
./bicycle/bicycle_280.png,1,0,1,0,0
./bicycle/bicycle_281.png,1,0,0,0,0
./bicycle/bicycle_282.png,1,0,0,0,0
./bicycle/bicycle_283.png,1,0,0,0,0
./bicycle/bicycle_284.png,1,0,0,0,0
./bicycle/bicycle_285.png,1,0,0,0,0
./bicycle/bicycle_286.png,1,0,1,0,0
./bicycle/bicycle_287.png,1,0,1,0,0
./bicycle/bicycle_288.png,1,0,1,0,0
./bicycle/bicycle_289.png,1,0,0,0,0
./bicycle/bicycle_290.png,1,0,0,0,0
./bicycle/bicycle_291.png,1,0,0,0,0
./bicycle/bicycle_292.png,1,0,0,0,0
./bicycle/bicycle_293.png,1,0,0,0,0
./bicycle/bicycle_294.png,1,0,1,0,0
./bicycle/bicycle_295.png,1,0,0,0,0
./bicycle/bicycle_296.png,1,0,0,0,0
./bicycle/bicycle_297.png,1,0,0,0,0
./bicycle/bicycle_298.png,1,0,0,0,0
./bicycle/bicycle_299.png,1,0,0,0,0
./bicycle/bicycle_300.png,1,0,0,0,0
./bicycle/bicycle_301.png,1,0,0,0,0
./bicycle/bicycle_302.png,1,0,0,0,0
./bicycle/bicycle_303.png,1,0,0,0,0
./bicycle/bicycle_304.png,1,0,0,0,0
./bicycle/bicycle_305.png,1,0,0,0,0
./bicycle/bicycle_306.png,1,0,0,0,0
./bicycle/bicycle_307.png,1,0,0,0,0
./bicycle/bicycle_308.png,1,0,1,0,0
./bicycle/bicycle_309.png,1,0,0,0,0
./bicycle/bicycle_310.png,1,0,0,0,0
./bicycle/bicycle_311.png,1,0,0,0,0
./bicycle/bicycle_312.png,1,0,0,0,0
./bicycle/bicycle_313.png,1,0,0,0,0
./bicycle/bicycle_314.png,1,0,0,0,0
./bicycle/bicycle_315.png,1,0,0,0,0
./bicycle/bicycle_316.png,1,0,0,0,0
./bicycle/bicycle_317.png,1,0,0,0,0
./bicycle/bicycle_318.png,1,0,0,0,0
./bicycle/bicycle_319.png,1,0,0,0,0
./bicycle/bicycle_320.png,1,0,0,0,0
./bicycle/bicycle_321.png,1,0,0,0,0
./bicycle/bicycle_322.png,1,0,0,0,0
./bicycle/bicycle_323.png,1,0,0,0,0
./bicycle/bicycle_324.png,1,0,0,0,0
./bicycle/bicycle_325.png,1,0,0,0,0
./bicycle/bicycle_326.png,1,0,0,0,0
./bicycle/bicycle_327.png,1,0,0,0,0
./bicycle/bicycle_328.png,1,0,1,0,0
./bicycle/bicycle_329.png,1,0,1,0,0
./bicycle/bicycle_330.png,1,0,0,0,0
./bicycle/bicycle_331.png,1,0,1,0,0
./bicycle/bicycle_332.png,1,0,0,0,0
./bicycle/bicycle_333.png,1,0,0,0,0
./bicycle/bicycle_334.png,1,0,0,0,0
./bicycle/bicycle_335.png,1,0,0,0,0
./bicycle/bicycle_336.png,1,0,0,0,0
./bicycle/bicycle_337.png,1,0,0,0,0
./bicycle/bicycle_338.png,1,0,0,0,0
./bicycle/bicycle_339.png,1,0,0,0,0
./bicycle/bicycle_340.png,1,0,0,0,0
./bicycle/bicycle_341.png,1,0,0,0,0
./bicycle/bicycle_342.png,1,0,0,0,0
./bicycle/bicycle_343.png,1,0,0,0,0
./bicycle/bicycle_344.png,1,0,0,0,0
./bicycle/bicycle_345.png,1,0,0,0,0
./bicycle/bicycle_346.png,1,0,1,0,0
./bicycle/bicycle_347.png,1,0,0,0,0
./bicycle/bicycle_348.png,1,0,0,0,0
./bicycle/bicycle_349.png,1,0,0,0,0
./bicycle/bicycle_350.png,1,0,0,0,0
./bicycle/bicycle_351.png,1,0,0,0,0
./bicycle/bicycle_352.png,1,0,0,0,0
./bicycle/bicycle_353.png,1,0,0,0,0
./bicycle/bicycle_354.png,1,0,0,0,0
./bicycle/bicycle_355.png,1,0,0,0,0
./bicycle/bicycle_356.png,1,0,0,0,0
./bicycle/bicycle_357.png,1,0,0,0,0
./bicycle/bicycle_358.png,1,0,0,0,0
./bicycle/bicycle_359.png,1,0,0,0,0
./bicycle/bicycle_360.png,1,0,0,0,0
./bicycle/bicycle_361.png,1,0,0,0,0
./bicycle/bicycle_362.png,1,0,1,0,0
./bicycle/bicycle_363.png,1,0,0,0,0
./bicycle/bicycle_364.png,1,0,0,0,0
./bicycle/bicycle_365.png,1,0,0,0,0
./bicycle/bicycle_366.png,1,0,0,0,0
./bicycle/bicycle_367.png,1,0,0,0,0
./bicycle/bicycle_368.png,1,0,0,0,0
./bicycle/bicycle_369.png,1,0,0,0,0
./bicycle/bicycle_370.png,1,0,0,0,0
./bicycle/bicycle_371.png,1,0,1,0,0
./bicycle/bicycle_372.png,1,0,0,0,0
./bicycle/bicycle_373.png,1,0,0,0,0
./bicycle/bicycle_374.png,1,0,0,0,0
./bicycle/bicycle_375.png,1,0,0,0,0
./bicycle/bicycle_376.png,1,0,0,0,0
./bicycle/bicycle_377.png,1,0,0,0,0
./bicycle/bicycle_378.png,1,0,0,0,0
./bicycle/bicycle_379.png,1,0,0,0,0
./bicycle/bicycle_380.png,1,0,0,0,0
./bicycle/bicycle_381.png,1,0,0,0,0
./bicycle/bicycle_382.png,1,0,0,0,0
./bicycle/bicycle_383.png,1,0,0,0,0
./bicycle/bicycle_384.png,1,0,0,0,0
./bicycle/bicycle_385.png,1,0,0,0,0
./bicycle/bicycle_386.png,1,0,0,0,0
./bicycle/bicycle_387.png,1,0,0,0,0
./bicycle/bicycle_388.png,1,0,0,0,0
./bicycle/bicycle_389.png,1,0,0,0,0
./bicycle/bicycle_390.png,1,0,0,0,0
./bicycle/bicycle_391.png,1,0,0,0,0
./bicycle/bicycle_392.png,1,0,0,0,0
./bicycle/bicycle_393.png,1,0,0,0,0
./bicycle/bicycle_394.png,1,0,1,0,0
./bicycle/bicycle_395.png,1,0,1,0,0
./bicycle/bicycle_396.png,1,0,0,0,0
./bicycle/bicycle_397.png,1,0,0,0,0
./bicycle/bicycle_398.png,1,0,0,0,0
./bicycle/bicycle_399.png,1,0,0,0,0
./bicycle/bicycle_400.png,1,0,0,0,0
./bicycle/bicycle_401.png,1,0,1,0,0
./bicycle/bicycle_402.png,1,0,1,0,0
./bicycle/bicycle_403.png,1,0,1,0,0
./bicycle/bicycle_404.png,1,0,0,0,0
./bicycle/bicycle_405.png,1,0,0,0,0
./bicycle/bicycle_406.png,1,0,0,0,0
./bicycle/bicycle_407.png,1,0,0,0,0
./bicycle/bicycle_408.png,1,0,1,0,0
./bicycle/bicycle_409.png,1,0,1,0,0
./bicycle/bicycle_410.png,1,0,0,0,0
./bicycle/bicycle_411.png,1,0,0,0,0
./bicycle/bicycle_412.png,1,0,0,0,0
./bicycle/bicycle_413.png,1,0,0,0,0
./bicycle/bicycle_414.png,1,0,0,0,0
./bicycle/bicycle_415.png,1,0,0,0,0
./bicycle/bicycle_416.png,1,0,0,0,0
./bicycle/bicycle_417.png,1,0,0,0,0
./bicycle/bicycle_418.png,1,0,0,0,0
./bicycle/bicycle_419.png,1,0,1,0,0
./bicycle/bicycle_420.png,1,0,0,0,0
./bicycle/bicycle_421.png,1,0,0,0,0
./bicycle/bicycle_422.png,1,0,1,0,0
./bicycle/bicycle_423.png,1,0,0,0,0
./bicycle/bicycle_424.png,1,0,0,0,0
./bicycle/bicycle_425.png,1,0,0,0,0
./bicycle/bicycle_426.png,1,0,0,0,0
./bicycle/bicycle_427.png,1,0,0,0,0
./bicycle/bicycle_428.png,1,0,0,0,0
./bicycle/bicycle_429.png,1,0,0,0,0
./bicycle/bicycle_430.png,1,0,0,0,0
./bicycle/bicycle_431.png,1,0,0,0,0
./bicycle/bicycle_432.png,1,0,0,0,0
./bicycle/bicycle_433.png,1,0,0,0,0
./bicycle/bicycle_434.png,1,0,1,0,0
./bicycle/bicycle_435.png,1,0,0,0,0
./bicycle/bicycle_436.png,1,0,1,0,0
./bicycle/bicycle_437.png,1,0,0,0,0
./bicycle/bicycle_438.png,1,0,0,0,0
./bicycle/bicycle_439.png,1,0,0,0,0
./bicycle/bicycle_440.png,1,0,0,0,0
./bicycle/bicycle_441.png,1,0,0,0,0
./bicycle/bicycle_442.png,1,0,0,0,0
./bicycle/bicycle_443.png,1,0,0,0,0
./bicycle/bicycle_444.png,1,0,0,0,0
./bicycle/bicycle_445.png,1,0,0,0,0
./bicycle/bicycle_446.png,1,0,0,0,0
./bicycle/bicycle_447.png,1,0,0,0,0
./bicycle/bicycle_448.png,1,0,0,0,0
./bicycle/bicycle_449.png,1,0,0,0,0
./bicycle/bicycle_450.png,1,0,0,0,0
./bicycle/bicycle_451.png,1,0,1,0,0
./bicycle/bicycle_452.png,1,0,0,0,0
./bicycle/bicycle_453.png,1,0,0,0,0
./bicycle/bicycle_454.png,1,0,0,0,0
./bicycle/bicycle_455.png,1,0,1,1,0
./bicycle/bicycle_456.png,1,0,0,0,0
./bicycle/bicycle_457.png,1,0,0,0,0
./bicycle/bicycle_458.png,1,0,0,1,0
./bicycle/bicycle_459.png,1,0,0,0,0
./bicycle/bicycle_460.png,1,0,1,0,0
./bicycle/bicycle_461.png,1,0,0,0,0
./bicycle/bicycle_462.png,1,0,0,0,0
./bicycle/bicycle_463.png,1,0,0,0,0
./bicycle/bicycle_464.png,1,0,0,0,0
./bicycle/bicycle_465.png,1,0,0,0,0
./bicycle/bicycle_466.png,1,0,0,0,0
./bicycle/bicycle_467.png,1,0,0,0,0
./bicycle/bicycle_468.png,1,0,0,0,0
./bicycle/bicycle_469.png,1,0,0,0,0
./bicycle/bicycle_470.png,1,0,0,0,0
./bicycle/bicycle_471.png,1,0,0,0,0
./bicycle/bicycle_472.png,1,0,0,0,0
./bicycle/bicycle_473.png,1,0,0,0,0
./bicycle/bicycle_474.png,1,0,1,0,0
./bicycle/bicycle_475.png,1,0,0,0,0
./bicycle/bicycle_476.png,1,0,1,0,0
./bicycle/bicycle_477.png,1,0,0,0,0
./bicycle/bicycle_478.png,1,0,0,0,0
./bicycle/bicycle_479.png,1,0,0,0,0
./bicycle/bicycle_480.png,1,0,0,0,0
./bicycle/bicycle_481.png,1,0,0,1,0
./bicycle/bicycle_482.png,1,0,0,0,0
./bicycle/bicycle_483.png,1,0,0,0,0
./bicycle/bicycle_484.png,1,0,0,0,0
./bicycle/bicycle_485.png,1,0,0,0,0
./bicycle/bicycle_486.png,1,0,0,0,0
./bicycle/bicycle_487.png,1,0,1,0,0
./bicycle/bicycle_488.png,1,0,0,0,0
./bicycle/bicycle_489.png,1,0,0,0,0
./bicycle/bicycle_490.png,1,0,0,0,0
./bicycle/bicycle_491.png,1,0,0,0,0
./bicycle/bicycle_492.png,1,0,1,0,0
./bicycle/bicycle_493.png,1,0,0,0,0
./bicycle/bicycle_494.png,1,0,0,0,0
./bicycle/bicycle_495.png,1,0,0,0,0
./bicycle/bicycle_496.png,1,0,0,0,0
./bicycle/bicycle_497.png,1,0,0,0,0
./bicycle/bicycle_498.png,1,0,0,0,0
./bicycle/bicycle_499.png,1,0,0,0,0
./bicycle/bicycle_500.png,1,0,0,0,0
./bicycle/bicycle_501.png,1,0,0,0,0
./bicycle/bicycle_502.png,1,0,0,0,0
./bicycle/bicycle_503.png,1,0,0,0,0
./bicycle/bicycle_504.png,1,0,0,0,0
./bicycle/bicycle_505.png,1,0,0,0,0
./bicycle/bicycle_506.png,1,0,0,0,0
./bicycle/bicycle_507.png,1,0,0,0,0
./bicycle/bicycle_508.png,1,0,0,0,0
./bicycle/bicycle_509.png,1,0,0,0,0
./bicycle/bicycle_510.png,1,0,0,0,0
./bicycle/bicycle_511.png,1,0,0,0,0
./bicycle/bicycle_512.png,1,0,0,0,0
./bicycle/bicycle_513.png,1,0,0,0,0
./bicycle/bicycle_514.png,1,0,0,0,0
./bicycle/bicycle_515.png,1,0,0,0,0
./bicycle/bicycle_516.png,1,0,0,0,0
./bicycle/bicycle_517.png,1,0,0,0,0
./bicycle/bicycle_518.png,1,0,0,0,0
./bicycle/bicycle_519.png,1,0,0,0,0
./bicycle/bicycle_520.png,1,0,0,0,0
./bicycle/bicycle_521.png,1,0,1,0,0
./bicycle/bicycle_522.png,1,0,0,0,0
./bicycle/bicycle_523.png,1,0,0,0,0
./bicycle/bicycle_524.png,1,0,0,0,0
./bicycle/bicycle_525.png,1,0,0,0,0
./bicycle/bicycle_526.png,1,0,0,0,0
./bicycle/bicycle_527.png,1,0,1,1,0
./bicycle/bicycle_528.png,1,0,0,0,0
./bicycle/bicycle_529.png,1,0,0,0,0
./bicycle/bicycle_530.png,1,0,0,0,0
./bicycle/bicycle_531.png,1,0,0,0,0
./bicycle/bicycle_532.png,1,0,0,0,0
./bicycle/bicycle_533.png,1,0,0,0,0
./bicycle/bicycle_534.png,1,0,0,0,0
./bicycle/bicycle_535.png,1,0,0,0,0
./bicycle/bicycle_536.png,1,0,0,0,0
./bicycle/bicycle_537.png,1,0,1,0,0
./bicycle/bicycle_538.png,1,0,0,0,0
./bicycle/bicycle_539.png,1,0,0,0,0
./bicycle/bicycle_540.png,1,0,0,0,0
./bicycle/bicycle_541.png,1,0,0,0,0
./bicycle/bicycle_542.png,1,0,0,0,0
./bicycle/bicycle_543.png,1,0,1,0,0
./bicycle/bicycle_544.png,1,0,0,0,0
./bicycle/bicycle_545.png,1,0,0,0,0
./bicycle/bicycle_546.png,1,0,0,0,0
./bicycle/bicycle_547.png,1,0,0,0,0
./bicycle/bicycle_548.png,1,0,0,0,0
./bicycle/bicycle_549.png,1,0,0,0,0
./bicycle/bicycle_550.png,1,0,0,0,0
./bicycle/bicycle_551.png,1,0,0,0,0
./bicycle/bicycle_552.png,1,0,0,0,0
./bicycle/bicycle_553.png,1,0,0,0,0
./bicycle/bicycle_554.png,1,0,0,0,0
./bicycle/bicycle_555.png,1,0,0,0,0
./bicycle/bicycle_556.png,1,0,0,0,0
./bicycle/bicycle_557.png,1,0,1,1,0
